"Product","product_map"
"ISL3-like element ISFnu5 family transposase","A46275"
"ISL3-like element ISGme5 family transposase","A71434"
"ISL3-like element ISGme6 family transposase","A71431"
"ISL3-like element ISGur7 family transposase","A70978"
"ISL3-like element ISHaha2 family transposase","A55512"
"ISL3-like element ISIde1 family transposase","A60137"
"ISL3-like element ISKox3 family transposase","A8653"
"ISL3-like element ISKpn25 family transposase","A17732"
"ISL3-like element ISL3 family transposase","A26560"
"ISL3-like element ISLdl1 family transposase","A29433"
"ISL3-like element ISLhe2 family transposase","A66215"
"ISL3-like element ISLjo2 family transposase","A35118"
"ISL3-like element ISLpn11 family transposase","A31491"
"ISL3-like element ISMac21 family transposase","A50536"
"ISL3-like element ISMae36 family transposase","A57464"
"ISL3-like element ISMae37 family transposase","A30503"
"ISL3-like element ISMbu4 family transposase","A41840"
"ISL3-like element ISMdi2 family transposase","A30248"
"ISL3-like element ISMex10 family transposase","A30224"
"ISL3-like element ISMex24 family transposase","A43011"
"ISL3-like element ISMex26 family transposase","A43831"
"ISL3-like element ISMlu13 family transposase","A60028"
"ISL3-like element ISMno30 family transposase","A66520"
"ISL3-like element ISMno5 family transposase","A66512"
"ISL3-like element ISMsm4 family transposase","A42398"
"ISL3-like element ISP1 family transposase","A24877"
"ISL3-like element ISPfr1 family transposase","A33872"
"ISL3-like element ISPfr18 family transposase","A33881"
"ISL3-like element ISPfr2 family transposase","A32159"
"ISL3-like element ISPfr3 family transposase","A33876"
"ISL3-like element ISPfr4 family transposase","A33874"
"ISL3-like element ISPfr6 family transposase","A33875"
"ISL3-like element ISPfr7 family transposase","A44298"
"ISL3-like element ISPfr8 family transposase","A36097"
"ISL3-like element ISPpu12 family transposase","A8288"
"ISL3-like element ISPsp2 family transposase","A34699"
"ISL3-like element ISPst2 family transposase","A35158"
"ISL3-like element ISPst9 family transposase","A41430"
"ISL3-like element ISRso15 family transposase","A38807"
"ISL3-like element ISRso21 family transposase","A30806"
"ISL3-like element ISRsp8 family transposase","A40805"
"ISL3-like element ISRta1 family transposase","A52349"
"ISL3-like element ISSau8 family transposase","A32929"
"ISL3-like element ISSeq1 family transposase","A19289"
"ISL3-like element ISSha1 family transposase","A29547"
"ISL3-like element ISShes3 family transposase","A41531"
"ISL3-like element ISShha2 family transposase","A57420"
"ISL3-like element ISShwo4 family transposase","A62654"
"ISL3-like element ISSm4 family transposase","A21377"
"ISL3-like element ISSmu2 family transposase","A44019"
"ISL3-like element ISSoEn4 family transposase","A64056"
"ISL3-like element ISSpn3 family transposase","A44188"
"ISL3-like element ISSsu6 family transposase","A41396"
"ISL3-like element ISSth1 family transposase","A23834"
"ISL3-like element ISStma11 family transposase","A36474"
"ISL3-like element ISTesp2 family transposase","A44206"
"ISL3-like element ISTfe1 family transposase","A46215"
"ISL3-like element ISVa10 family transposase","A38172"
"ISL3-like element ISVa7 family transposase","A66603"
"ISL3-like element ISXoo13 family transposase","A18051"
"ISL3 family transposase","A5862"
"ISL3 family transposase ISEfa5","A45484"
"ISLre2-like element ISAlac1 family transposase","A38867"
"ISLre2-like element ISAmde2 family transposase","A57346"
"ISLre2-like element ISAmde3 family transposase","A57347"
"ISLre2-like element ISAmde4 family transposase","A57348"
"ISLre2-like element ISAmo1 family transposase","A62071"
"ISLre2-like element ISAmo2 family transposase","A62074"
"ISLre2-like element ISBco5 family transposase","A50372"
"ISLre2-like element ISBco6 family transposase","A36937"
"ISLre2-like element ISCbe4 family transposase","A43774"
"ISLre2-like element ISCde3 family transposase","A71441"
"ISLre2-like element ISClsp4 family transposase","A57637"
"ISLre2-like element ISCow1 family transposase","A40679"
"ISLre2-like element ISGsp3 family transposase","A26933"
"ISLre2-like element ISGsp4 family transposase","A27118"
"ISLre2-like element ISGsp5 family transposase","A50389"
"ISLre2-like element ISHor2 family transposase","A66268"
"ISLre2-like element ISLbu1 family transposase","A39004"
"ISLre2-like element ISLca4 family transposase","A51481"
"ISLre2-like element ISLcr1 family transposase","A36262"
"ISLre2-like element ISLcr2 family transposase","A28277"
"ISLre2-like element ISLde1 family transposase","A57750"
"ISLre2-like element ISLhe10 family transposase","A36353"
"ISLre2-like element ISLhe11 family transposase","A41047"
"ISLre2-like element ISLhe13 family transposase","A66216"
"ISLre2-like element ISLho1 family transposase","A61171"
"ISLre2-like element ISLke1 family transposase","A31271"
"ISLre2-like element ISLre2 family transposase","A35122"
"ISLre2-like element ISLrh4 family transposase","A36686"
"ISLre2-like element ISMoth2 family transposase","A58886"
"ISLre2-like element ISNspu1 family transposase","A56984"
"ISLre2-like element ISNth2 family transposase","A51130"
"ISLre2-like element ISRsl1 family transposase","A71366"
"ISLre2-like element ISSyth3 family transposase","A60692"
"ISLre2-like element ISSyth4 family transposase","A60688"
"ISLre2-like element ISTeha1 family transposase","A37802"
"ISLre2-like element ISTet1 family transposase","A51790"
"ISLre2-like element ISTph1 family transposase","A66568"
"ISLre2-like element ISTte3 family transposase","A61343"
"ISLre2 family transposase","A11964"
"ISNCY-like element IS1202 family transposase","A31754"
"ISNCY-like element ISA1214-1 family transposase","A58683"
"ISNCY-like element ISA1214-6 family transposase","A50240"
"ISNCY-like element ISAau5 family transposase","A55720"
"ISNCY-like element ISAba32 family transposase","A24394"
"ISNCY-like element ISAcar1 family transposase","A60007"
"ISNCY-like element ISAjo2 family transposase","A41915"
"ISNCY-like element ISAtsp9 family transposase","A46182"
"ISNCY-like element ISBj12 family transposase","A41159"
"ISNCY-like element ISBth18 family transposase","A27882"
"ISNCY-like element ISC1205 family transposase","A41441"
"ISNCY-like element ISC1217 family transposase","A39688"
"ISNCY-like element ISCahy1 family transposase","A34398"
"ISNCY-like element ISCb1 family transposase","A42460"
"ISNCY-like element ISCde2 family transposase","A71443"
"ISNCY-like element ISCep2 family transposase","A71487"
"ISNCY-like element ISChcr1 family transposase","A51611"
"ISNCY-like element ISCku10 family transposase","A50928"
"ISNCY-like element ISCsa7 family transposase","A38567"
"ISNCY-like element ISDesu1 family transposase","A51075"
"ISNCY-like element ISDol1 family transposase","A62183"
"ISNCY-like element ISFac3 family transposase","A64192"
"ISNCY-like element ISGys1 family transposase","A60242"
"ISNCY-like element ISH7A family transposase","A35973"
"ISNCY-like element ISH7B family transposase","A35985"
"ISNCY-like element ISHvo14 family transposase","A45758"
"ISNCY-like element ISHwa15 family transposase","A71278"
"ISNCY-like element ISKol11 family transposase","A45051"
"ISNCY-like element ISKpn21 family transposase","A25484"
"ISNCY-like element ISLad2 family transposase","A36290"
"ISNCY-like element ISLbi1 family transposase","A58654"
"ISNCY-like element ISM1 family transposase","A43072"
"ISNCY-like element ISMac19 family transposase","A50515"
"ISNCY-like element ISMae2 family transposase","A57771"
"ISNCY-like element ISMaq5 family transposase","A71389"
"ISNCY-like element ISMav10 family transposase","A36617"
"ISNCY-like element ISMav9 family transposase","A36615"
"ISNCY-like element ISMbu11 family transposase","A41843"
"ISNCY-like element ISMbu2 family transposase","A41845"
"ISNCY-like element ISMex6 family transposase","A43836"
"ISNCY-like element ISMlo5 family transposase","A27920"
"ISNCY-like element ISMma11 family transposase","A39249"
"ISNCY-like element ISMst1 family transposase","A39330"
"ISNCY-like element ISMyma11 family transposase","A50776"
"ISNCY-like element ISNco1 family transposase","A52530"
"ISNCY-like element ISPa1 family transposase","A61143"
"ISNCY-like element ISPa4 family transposase","A41470"
"ISNCY-like element ISPlas1 family transposase","A60245"
"ISNCY-like element ISPlma1 family transposase","A51463"
"ISNCY-like element ISPlu15 family transposase","A44896"
"ISNCY-like element ISRel10 family transposase","A34212"
"ISNCY-like element ISRel26 family transposase","A38949"
"ISNCY-like element ISRjo3 family transposase","A42116"
"ISNCY-like element ISRle10 family transposase","A50850"
"ISNCY-like element ISRm17 family transposase","A35237"
"ISNCY-like element ISRsp17 family transposase","A58584"
"ISNCY-like element ISRtr6 family transposase","A42895"
"ISNCY-like element ISSeq2 family transposase","A19275"
"ISNCY-like element ISShha1 family transposase","A57419"
"ISNCY-like element ISSis4 family transposase","A51597"
"ISNCY-like element ISSto10 family transposase","A36674"
"ISNCY-like element ISSto15 family transposase","A36675"
"ISNCY-like element ISStsp10 family transposase","A51893"
"ISNCY-like element ISSymo1 family transposase","A62098"
"ISNCY-like element ISTde1 family transposase","A58696"
"ISNCY-like element ISTni4 family transposase","A46565"
"ISNCY-like element ISTvo2 family transposase","A56914"
"ISNCY-like element ISVsa17 family transposase","A51935"
"ISNCY family transposase","A4551"
"ISNCY family transposase ISH7A","A35974"
"iso-IS1 ORF1","A63821"
"iso-IS1 ORF2","A63804"
"leucine-zipper of insertion element IS481","A63954"
"Mu transposase C-terminal domain-containing protein","A8605"
"NF041680 family putative transposase","A25614"
"noncomposite transposon transposase","A57961"
"PD-(D/E)XK nuclease family transposase","A18221"
"phage transposase","A63244"
"putative is1648 transposase","A58516"
"putative IS186/IS421 transposase","A48567"
"putative IS3-like transposase","A67670"
"putative IS3 transposase","A66772"
"putative tn5714 transposase","A58519"
"putative transposase","A49297"
"putative transposase, IS200-like","A68413"
"REP-associated tyrosine transposase","A47064"
"REP-associated tyrosine transposase RayT","A6800"
"Rpn family recombination-promoting nuclease/putative transposase","A6935"
"Tn3-like element IS1071 family transposase","A27291"
"Tn3-like element IS3000 family transposase","A8726"
"Tn3-like element IS882 family transposase","A42111"
"Tn3-like element ISAau4 family transposase","A55715"
"Tn3-like element ISAcsp1 family transposase","A36991"
"Tn3-like element ISAli20 family transposase","A60171"
"Tn3-like element ISArsp6 family transposase","A62258"
"Tn3-like element ISAzs17 family transposase","A50903"
"Tn3-like element ISAzs29 family transposase","A50909"
"Tn3-like element ISBusp1 family transposase","A41212"
"Tn3-like element ISEc63 family transposase","A24869"
"Tn3-like element ISKox2 family transposase","A29500"
"Tn3-like element ISMex22 family transposase","A43825"
"Tn3-like element ISMpo10 family transposase","A44936"
"Tn3-like element ISNpu13 family transposase","A39466"
"Tn3-like element ISPa38 family transposase","A8673"
"Tn3-like element ISPa40 family transposase","A41037"
"Tn3-like element ISPa42 family transposase","A23978"
"Tn3-like element ISPsy30 family transposase","A32676"
"Tn3-like element ISPsy39 family transposase","A60327"
"Tn3-like element ISPsy42 family transposase","A36775"
"Tn3-like element ISRsp12 family transposase","A64964"
"Tn3-like element ISSba14 family transposase","A29636"
